id,title,runtime,genre
17134,12 Rounds,108.0,Action
41402,Let Me In,116.0,Drama
146198,Triple 9,115.0,Action
295964,Burnt,100.0,Drama
9074,The Man,83.0,Action
24432,Doogal,85.0,Family
10929,Willard,100.0,Horror
46435,TopsyTurvy,160.0,Comedy
256962,Little Boy,106.0,Comedy
23367,Bandslam,111.0,Comedy
10740,Birth,100.0,Drama
14652,Bon voyage,114.0,Comedy
32316,Marci X,84.0,Comedy
7299,Equilibrium,107.0,Action
19457,The Yards,115.0,Drama
314385,By the Sea,122.0,Drama
8953,Steamboy,126.0,Animation
10448,Rapa Nui,107.0,Adventure
13688,CJ7,86.0,Comedy
44638,The Tempest,110.0,Drama
241257,Regression,106.0,Horror
133931,Zambezia,83.0,Comedy
280871,Ramanujan,170.0,Drama
239897,Dwegons,98.0,Animation
334074,Survivor,96.0,Thriller
52449,Bad Teacher,92.0,Comedy
12150,Sea of Love,113.0,Drama
4232,Scream,111.0,Crime
694,The Shining,144.0,Horror
41210,The Switch,101.0,Comedy
29427,The Crazies,101.0,Mystery
244114,Firestorm,110.0,Action
2669,The Bounty,132.0,Action
13523,Sex Drive,109.0,Comedy
25195,Leap Year,100.0,Romance
22479,Kansas City,116.0,Thriller
340611,Indignation,110.0,Drama
2757,Adaptation,114.0,Comedy
195589,Neighbors,96.0,Comedy
854,The Mask,101.0,Romance
2280,Big,104.0,Fantasy
218043,Left Behind,110.0,Thriller
10147,Bad Santa,91.0,Drama
106,Predator,107.0,Science Fiction
279,Amadeus,160.0,Drama
8617,Prom Night,88.0,Crime
10625,Mean Girls,97.0,Comedy
194662,Birdman,119.0,Drama
9829,United 93,111.0,Drama
10028,Honey,94.0,Romance
10535,Spy Hard,81.0,Action
790,The Fog,89.0,Horror
43959,Soul Surfer,106.0,Action
10364,Catch22,121.0,War
1578,Raging Bull,129.0,Drama
28665,Fame,107.0,Music
44115,127 Hours,94.0,Adventure
321697,Steve Jobs,122.0,Drama
11644,Blow Out,108.0,Drama
146227,Getaway,90.0,Action
18701,Being Julia,104.0,Comedy
522,Ed Wood,127.0,Comedy
130150,Labor Day,111.0,Drama
13809,RockNRolla,114.0,Action
27380,Megaforce,99.0,Adventure
10549,Hamlet,242.0,Drama
396152,Restoration,90.0,Horror
10017,The Wraith,93.0,Romance
11468,Salton Sea,103.0,Drama
43434,Carlos,338.0,Crime
332411,I Am Wrath,92.0,Action
9389,Renaissance,105.0,Action
9626,Red Sonja,89.0,Adventure
75638,Red Lights,119.0,Thriller
8363,Superbad,113.0,Comedy
290555,Wolves,90.0,Horror
10982,Hoodwinked,80.0,Animation
1620,Hitman,89.0,Action
241254,The Prince,93.0,Thriller
1933,The Others,101.0,Horror
679,Aliens,137.0,Horror
9675,Sideways,126.0,Comedy
9988,Beerfest,110.0,Comedy
948,Halloween,91.0,Horror
21765,Good Boy,87.0,Comedy
7516,Smokin Aces,109.0,Action
38117,Beastly,86.0,Drama
13960,ATL,105.0,Drama
16028,They,89.0,Horror
109428,Evil Dead,91.0,Horror
2989,Roar,102.0,Adventure
4032,My Girl,102.0,Comedy
10673,Wall Street,126.0,Crime
24226,The Verdict,129.0,Drama
9285,Road Trip,93.0,Comedy
74643,The Artist,100.0,Drama
13788,The Unborn,87.0,Horror
16161,Baby Boy,130.0,Crime
10956,Joe Dirt,91.0,Mystery
4638,Hot Fuzz,121.0,Crime
13972,The Women,114.0,Comedy
30890,Radio Days,90.0,Comedy
23169,Remember Me,113.0,Drama
17403,How to Deal,99.0,Drama
18475,The Cookout,97.0,Comedy
40160,Meteor,107.0,Action
18074,Duets,112.0,Comedy
8009,Highlander,116.0,Adventure
8854,Steel,97.0,Science Fiction
68727,Trance,101.0,Thriller
12657,Soul Plane,86.0,Romance
12410,Good,96.0,Drama
73935,Vamps,93.0,Comedy
185567,Zulu,110.0,Crime
16351,Ararat,115.0,War
38717,Madison,99.0,Action
18777,Slow Burn,93.0,Mystery
2110,Wasabi,94.0,Drama
9035,Slither,95.0,Comedy
771,Home Alone,103.0,Comedy
9576,Tootsie,116.0,Comedy
744,Top Gun,110.0,Action
9493,Twins,107.0,Comedy
33196,Tidal Wave,120.0,Action
132232,Mama,100.0,Horror
208134,Bad Grandpa,92.0,Comedy
1165,The Queen,103.0,Drama
4011,Beetlejuice,92.0,Fantasy
586,Wag the Dog,97.0,Comedy
134411,Snitch,112.0,Thriller
287903,Krampus,98.0,Horror
9276,The Faculty,104.0,Horror
2142,Cop Land,104.0,Action
11478,The Skulls,106.0,Crime
228970,Wild,115.0,Drama
64690,Drive,100.0,Drama
9100,The Craft,101.0,Drama
116,Match Point,124.0,Drama
14012,Flicka,95.0,Drama
8975,The Marine,92.0,Action
342521,Keanu,94.0,Action
11495,Firestarter,114.0,Fantasy
37003,U2 3D,85.0,Music
13816,Idlewild,121.0,Crime
51828,One Day,107.0,Drama
22798,Whip It,111.0,Drama
10743,Confidence,97.0,Action
37718,The Muse,97.0,Fantasy
15237,DeLovely,125.0,Drama
12257,Home Fries,93.0,Drama
68,Brazil,132.0,Comedy
4911,Dark Blue,118.0,Action
9557,Boat Trip,94.0,Comedy
18276,Hoot,91.0,Drama
8321,In Bruges,107.0,Comedy
72359,Peeples,95.0,Comedy
10186,The Rocker,102.0,Comedy
25704,Post Grad,89.0,Comedy
6552,Idle Hands,92.0,Thriller
112430,The Company,276.0,Drama
8461,Funny Games,112.0,Horror
331592,Listening,100.0,Drama
19,Metropolis,153.0,Drama
11190,The Return,105.0,Thriller
16353,Ong Bak 2,98.0,Adventure
23759,Centurion,97.0,Adventure
172391,Khumba,85.0,Animation
262543,Automata,110.0,Thriller

